"","E_It","N","R0","k","inter_day","effect","mean_Rt0","var_Rt0","mean_Rt1","var_Rt1","mean_It","var_It","mean_It1_con","var_It1_con","mean_It1_trt","var_It1_trt","nsample","sufficient_ncluster","adjusted_sufficient_ncluster"
"67",0.02,100,2,0.7,8,0.4,1.6479787037037,5.25966312481038,0.681014814814815,1.57478927372252,0.0170933333333333,0.000129261042569745,0.0246133333333333,0.000830727398021563,0.01083,0.000296643314438146,50,"68","182.761333333333"
"68",0.02,100,2,0.7,8,0.4,1.6479787037037,5.25966312481038,0.681014814814815,1.57478927372252,0.0170933333333333,0.000129261042569745,0.0246133333333333,0.000830727398021563,0.01083,0.000296643314438146,100,"41","110.194333333333"
"69",0.02,100,2,0.4,8,0.2,1.29463257575758,3.94950359099934,0.899450144300144,2.3244455699097,0.0167466666666667,0.000134527331332666,0.0187033333333333,0.000583613193286651,0.0134033333333333,0.000376576180949205,10,">=1000",">=1000"
"70",0.02,100,2,0.4,8,0.2,1.29463257575758,3.94950359099934,0.899450144300144,2.3244455699097,0.0167466666666667,0.000134527331332666,0.0187033333333333,0.000583613193286651,0.0134033333333333,0.000376576180949205,50,"439","1327.975"
"71",0.02,100,2,0.4,8,0.2,1.29463257575758,3.94950359099934,0.899450144300144,2.3244455699097,0.0167466666666667,0.000134527331332666,0.0187033333333333,0.000583613193286651,0.0134033333333333,0.000376576180949205,100,"259","783.475"
"72",0.02,100,2,0.4,8,0.4,1.32355714285714,3.93960064691254,0.531984391534392,1.27562828406892,0.0162866666666667,0.000124252573079916,0.019,0.000589596532177392,0.00789666666666667,0.000209479148605091,10,"314","921.380666666667"
"73",0.02,100,2,0.4,8,0.4,1.32355714285714,3.93960064691254,0.531984391534392,1.27562828406892,0.0162866666666667,0.000124252573079916,0.019,0.000589596532177392,0.00789666666666667,0.000209479148605091,50,"79","231.812333333333"
"74",0.02,100,2,0.4,8,0.4,1.32355714285714,3.93960064691254,0.531984391534392,1.27562828406892,0.0162866666666667,0.000124252573079916,0.019,0.000589596532177392,0.00789666666666667,0.000209479148605091,100,"42","123.242"
"75",0.02,100,2,0.1,9,0.2,0.501206084656085,1.20487725307942,0.375421957671958,0.802969869500396,0.0156766666666667,0.000122916427698122,0.00718333333333333,0.000177158775147271,0.0055,0.000127392464154718,10,">=1000",">=1000"
"76",0.02,100,2,0.1,9,0.2,0.501206084656085,1.20487725307942,0.375421957671958,0.802969869500396,0.0156766666666667,0.000122916427698122,0.00718333333333333,0.000177158775147271,0.0055,0.000127392464154718,50,">=1000",">=1000"
"77",0.02,100,2,0.1,9,0.2,0.501206084656085,1.20487725307942,0.375421957671958,0.802969869500396,0.0156766666666667,0.000122916427698122,0.00718333333333333,0.000177158775147271,0.0055,0.000127392464154718,100,"720","2884.8"
"78",0.02,100,2,0.1,9,0.4,0.462754761904762,1.02329883232619,0.270281349206349,0.542834417519212,0.0156833333333333,0.000132977381349339,0.00659666666666667,0.000157636534400356,0.00408333333333333,9.09233633433367e-05,10,">=1000",">=1000"
"79",0.02,100,2,0.1,9,0.4,0.462754761904762,1.02329883232619,0.270281349206349,0.542834417519212,0.0156833333333333,0.000132977381349339,0.00659666666666667,0.000157636534400356,0.00408333333333333,9.09233633433367e-05,50,"736","2946.208"
"80",0.02,100,2,0.1,9,0.4,0.462754761904762,1.02329883232619,0.270281349206349,0.542834417519212,0.0156833333333333,0.000132977381349339,0.00659666666666667,0.000157636534400356,0.00408333333333333,9.09233633433367e-05,100,"259","1036.777"
