"","E_It","N","R0","k","effect","mean_Rt0","var_Rt0","mean_Rt1","var_Rt1","mean_It","var_It","mean_It1_con","var_It1_con","mean_It1_trt","var_It1_trt","nsample","lower_bound","sufficient_ncluster","adjusted_sufficient_ncluster"
"67",0.02,100,2,0.7,0.4,1.52742843915344,3.01698964490849,0.954764417989418,1.41815942557402,1.708,1.23981593864622,2.595,8.16102867622541,1.63733333333333,3.91977948204957,50,166.729152020246,"61","172.935"
"68",0.02,100,2,0.7,0.4,1.52742843915344,3.01698964490849,0.954764417989418,1.41815942557402,1.708,1.23981593864622,2.595,8.16102867622541,1.63733333333333,3.91977948204957,100,133.722138366488,"31","87.885"
"69",0.02,100,2,0.4,0.2,1.20849193121693,2.52804125603595,0.997132407407407,1.91244039844345,1.491,0.876877959319773,1.91233333333333,6.10001456040903,1.58433333333333,4.62376247638102,10,3441.669026355,">=1000",">=1000"
"70",0.02,100,2,0.4,0.2,1.20849193121693,2.52804125603595,0.997132407407407,1.91244039844345,1.491,0.876877959319773,1.91233333333333,6.10001456040903,1.58433333333333,4.62376247638102,50,1475.56124228636,"410","1138.02333333333"
"71",0.02,100,2,0.4,0.2,1.20849193121693,2.52804125603595,0.997132407407407,1.91244039844345,1.491,0.876877959319773,1.91233333333333,6.10001456040903,1.58433333333333,4.62376247638102,100,1229.79783830263,"220","610.646666666667"
"72",0.02,100,2,0.4,0.4,1.28142076719577,2.56966053328348,0.840028703703704,1.37760768759779,1.645,1.22404968322774,2.15033333333333,6.62327431366011,1.43933333333333,3.6755447371346,10,687.18983323229,"424","1279.632"
"73",0.02,100,2,0.4,0.4,1.28142076719577,2.56966053328348,0.840028703703704,1.37760768759779,1.645,1.22404968322774,2.15033333333333,6.62327431366011,1.43933333333333,3.6755447371346,50,294.775066678875,"88","265.584"
"74",0.02,100,2,0.4,0.4,1.28142076719577,2.56966053328348,0.840028703703704,1.37760768759779,1.645,1.22404968322774,2.15033333333333,6.62327431366011,1.43933333333333,3.6755447371346,100,245.723567519484,"45","135.81"
"75",0.02,100,2,0.1,0.2,0.783817063492063,1.76583965709643,0.642591005291005,1.21233384193376,1.40366666666667,0.834998221629432,1.23366666666667,3.86302089585417,1.03866666666667,2.88479982216294,10,6911.61539327022,">=1000",">=1000"
"76",0.02,100,2,0.1,0.2,0.783817063492063,1.76583965709643,0.642591005291005,1.21233384193376,1.40366666666667,0.834998221629432,1.23366666666667,3.86302089585417,1.03866666666667,2.88479982216294,50,4007.11075056797,"658","2372.748"
"77",0.02,100,2,0.1,0.2,0.783817063492063,1.76583965709643,0.642591005291005,1.21233384193376,1.40366666666667,0.834998221629432,1.23366666666667,3.86302089585417,1.03866666666667,2.88479982216294,100,3644.04767954509,"361","1301.766"
"78",0.02,100,2,0.1,0.4,0.713049206349206,1.6666542265386,0.472509523809524,0.866662083982643,1.32233333333333,0.597300322329665,1.103,3.59825708569523,0.741,1.93323007669223,10,1992.31386231298,"720","2334.96"
"79",0.02,100,2,0.1,0.4,0.713049206349206,1.6666542265386,0.472509523809524,0.866662083982643,1.32233333333333,0.597300322329665,1.103,3.59825708569523,0.741,1.93323007669223,50,1097.05018281363,"163","528.609"
"80",0.02,100,2,0.1,0.4,0.713049206349206,1.6666542265386,0.472509523809524,0.866662083982643,1.32233333333333,0.597300322329665,1.103,3.59825708569523,0.741,1.93323007669223,100,985.142264405752,"98","317.814"
